ID,Title,Author,Trick_Summary,Label
A-14,唇のねじれた男,C・ドイル,ドーランによる顔面の変形と、ボロ布の衣装で「醜い乞食」を演じる。社会的地位の高い紳士と、路上の乞食という、視覚的・社会的落差を最大化。誰にも同一人物と疑われない状況を作り、二重生活による秘密の収益を得た身分偽装。,1
A-15,ジキル博士とハイド氏,スティーヴンソン,化学薬品による細胞変化で、身長、声、容貌を劇的に変貌させる。道徳的な「ジキル」と、邪悪な「ハイド」という、精神と肉体の両面における完全な分離。物理的・生物学的な変身を伴う究極の一人二役構造。,1
A-16,見えない男,G・K・チェスタトン,郵便配達夫という、社会的役割により「風景」と化した存在を演じる。犯行の瞬間の前後で、制服と郵便鞄という小道具を装着し、公的な役割を遂行。人々が「郵便屋」という記号しか見ない心理的盲点を利用した一人二役。,1
A-17,通路の男,G・K・チェスタトン,巨大な鏡を通路の角に配置。光の反射を利用し、目撃者に「向こうから別人が近づいてくる」と錯覚させた。実際には鏡に映った自分の鏡像を見せており、現場に存在しない第三者の存在を視覚的に投影した一人二役。,1
A-18,二輪馬車の謎,F・ヒューム,馬車の御者に完璧に変装。客を乗せた密室内で殺害後、御者として現場を立ち去る。後に「忽然と消えた御者」を捜索させることで、真犯人である自分の社会的アイデンティティへの追及を遮断した、変装によるアイデンティティの分断。,1
A-19,十三番目の椅子,B・ヴェイラー,降霊術の暗闇と音響装置、燐光を用いて「死者の霊」という架空のキャラクターを自演。参加者が超常現象の演出に固執している隙に、一人の物理的な人間として背後から刺殺を実行。オカルト的な役回りと現実の殺人者の役回りの両立。,1
A-20,魔術師,江戸川乱歩,複数の衣装とメイクを使い分け、「不気味な老人」と「無垢な青年」を演じ分ける。複数のターゲットに異なる人物として接触し、復讐を遂行。同一犯であることを隠蔽するために、一人の人間が劇団のように多役をこなしたなりすまし工作。,1
A-21,吸血鬼,江戸川乱歩,ゴム製の仮面とリバーシブル衣装により、数秒で別人へと変身。被害者の目前で「人物A」が消えて「人物B」が現れる消失・出現現象を演出。人間という物理的連続性を、視覚的な変貌によって切断した一人二役の奇術的応用。,1
A-22,黄金仮面,江戸川乱歩,「黄金仮面」という派手な衣装の象徴を演じ、警察の注意を一箇所に固定。その裏で変装を解除し「無名の一般人」として包囲網を脱出。人々の記憶に残る強烈なキャラクターと、記憶に残らない凡人の役割を使い分けた逃走用二役。,1
A-23,地獄の道化師,江戸川乱歩,道化師の衣装の下に、被害者の親族への変装を重ね着する多重変装。一枚の仮面が剥がれても、その下の「別の偽者」が現れる構造。真の素顔に到達させないための、タマネギの皮のような階層的成りすまし工作。,1
A-24,一寸法師,江戸川乱歩,小柄な体格を活かし、ある時は「陳列棚の置物」として無生物になりすまし、ある時は「生身の人間」として移動。物体のふりをする擬態の役割と、犯行を実行する能動的な役割を、特異な身体性で演じ分けた二役。,1
A-25,黒蜥蜴,江戸川乱歩,社交界の華「令嬢」と、犯罪結社の冷酷な首領「黒蜥蜴」を、声のトーン、衣装、立ち振る舞いで完全に分断。明智小五郎という観察者に対し、最も疑われにくい身分で接近し、その裏で犯罪を指揮する二重のアイデンティティ管理。,1
A-26,怪人二十面相,江戸川乱歩,老人、警官、美術商など、多種多様な社会的地位を完璧な変装術（顔色、声色、骨格の変化の演出）で演じる。一人の人間が不特定多数の「社会の歯車」になり代わることで、正体を完全に霧の中に隠した一人多役の典型。,1
A-27,青銅のランプの呪い,J・D・カー,玄関を通過した直後、リバーシブルの服やカツラで別人（召使いや客）に化ける。追跡者が「消えた一人」を探している間に、既に「そこにいる別の一人」として群れに紛れ込む。自分の存在を他人のカテゴリーに変換する二役。,1
A-28,ウィリアム・ウィルソン,E・A・ポー,外見、名前、声が自己と同一の「分身」の出現。鏡像的な存在による人生の侵食。自分自身の良心や罪悪感の擬人化としての二役。一人の精神が二つの肉体的な具現化を持つかのような、幻想的な自己分裂構造。,1
A-29,七つの鍵,E・D・ビガーズ,山荘の宿泊客全員が「偽の身分」を演じ、互いを欺き合う。弁護士、スパイ、記者の名刺や衣装を小道具とした、集団的な一人二役。物語の登場人物全員が、実体と虚像の二つの顔を使い分ける多重的ななりすまし劇。,1
A-30,月長石,W・コリンズ,夢遊病状態での無意識の行動。覚醒時の「宝石を盗まれて悲しむ自分」と、睡眠時の「宝石を隠す自分」の分断。一つの肉体の中に、意識の有無によって全く異なる目的を持つ二つの役回りが共存した、精神医学的な一人二役。,1
A-31,エドウィン・ドロードの謎,ディケンズ,失踪した若者の知人が、白髪のカツラと変装で謎の老人ダッチェリーを自演し、犯人を監視する。正体を知る読者には「変装した探偵役」と分かりつつ、作中人物には「見知らぬ老人」として通る、偵察目的の二役。,1
A-32,下宿人,M・B・ロウンス,日中は礼儀正しく静かな「理想的な店借人」として振る舞い、夜間は霧の中で「アベンジャー（殺人鬼）」を演じる。家庭内の安全な住人と、都市の脅威である犯罪者という、住宅という空間を境界とした二重生活工作。,1
A-33,影男,江戸川乱歩,使用人や清掃員など、人々の意識から消去される「影の職業」を演じて屋敷に潜入。被害者の至近距離で別人として生活し、その裏で殺人の準備と実行を行う。認識の死角を利用した、潜伏者と実行犯の二役並行。,1
A-34,人間椅子,江戸川乱歩,巨大な椅子の内部に空洞を作り、物理的に「椅子（家具）」として生活。座る人の重みを感じる受動的な家具の役割と、夜間に抜け出して盗みを行う能動的な人間の役割。物体への擬態を伴う、究極の異常な一人二役。,1
A-35,緑衣の鬼,江戸川乱歩,全身緑色の不気味な衣装とマスクで、超自然的な「鬼」という怪物を自演。恐怖による目撃者のパニックを利用し、捜査を合理的な推論から逸らす。怪奇現象の演出家と、その隙に利得を得る犯罪者の二役。,1
A-36,蜘蛛男,江戸川乱歩,多彩な職業の変装を連続させ、被害者の周囲に「無数の別人」として現れる。相手の神経を摩耗させるために、一人の人間が複数のエキストラを自演し続け、ターゲットを精神的に追い詰める包囲網としての一人多役。,1
A-37,ボヘミアの醜聞,C・ドイル,御者や老牧師に完璧に変装。弱々しい老人という「保護すべき対象」を演じることで、ターゲットの懐に深く潜入し、警戒心を解除させる。情報収集を目的とした、心理的死角を突くための戦略的一人二役。,1
A-38,チャールズ・オーガスタス・ミルヴァートン,C・ドイル,下層階級の職人に成りすまし、悪党の家のメイドと婚約まで交わす。証拠奪還のために数週間にわたり別の社会的アイデンティティを完全に維持した、社会的カメレオンとしての一人二役。,1
A-39,フランシス・カーファックス姫の失踪,C・ドイル,善良な聖職者夫婦という架空のキャラクターを、小道具（聖書、服装）と演技で構築。信頼を勝ち取った裏で、女性を誘拐・監禁する冷酷な略奪者として活動。信仰という盾を利用した、表裏の激しい二役。,1
A-40,空き家の冒険,C・ドイル,窓際に設置した蝋人形に、影の動きを物理的に与えることで「室内のホームズ」を演出。自分は屋外の暗がりに潜伏し、「狙われる獲物」と「狙う猟師」の二つの立ち位置を空間的に分断した視覚的な二役。,1
A-41,火刑法廷,J・D・カー,肖像画の毒殺犯に酷似した容姿を活かし、夜間の窓越しに「魔女の亡霊」を演じる。肖像画と同じ衣装を小道具とし、超常現象の再来を信じ込ませる。論理的な捜査を迷信的な恐怖で封じ込めるための、亡霊役と真犯人役の並立。,1
A-42,盲目の理髪師,J・D・カー,客船という閉鎖空間で、別人の身分証を奪って成りすます。追跡者（正義の味方）としての顔を見せながら、裏で別の犯罪を完遂。複数の事件が輻輳する中で、複数の偽名を使い分けたアイデンティティの二重・三重の交差。,1
A-43,嘲笑う後家,J・D・カー,「自分を脅迫する謎の男」という虚構の人物を演じ、自ら脅迫状を送付。自分を「脅迫に怯える悲劇の相談者」という役割に固定することで、周囲の疑いを自分から逸らした、極めて知的な自作自演工作。,1
A-44,曲がった蝶ヒンジ,J・D・カー,過去に死亡したはずの相続人の再来を自演。しかし本物か偽物かの判断を物理的特徴（傷跡、記憶）の捏造で揺さぶる。一人の人間が、かつての自分と現在の自分という二つの時間軸のアイデンティティを巡って争う一人二役。,1
A-45,カナリア殺人事件,S・S・ヴァン・ダイン,蓄音機で被害者の悲鳴を再生し、自分は別室で遊んでいるアリバイを構築。機械装置（録音）に一人二役（被害者の声）の演技を代行させ、自分が現場にいなかったという時間を捏造した、テクノロジー利用型のアリバイ工作。,1
A-46,九つの答,J・D・カー,過去の罪に関連する本名を捨て、全く異なる名前で「徳の高い市民」を演じる。過去の自分を死んだ別人と定義し、現在の平和な自分を維持するために邪魔者を消去する。時間と社会的身分によって分断された一人二役。,1
A-47,幻の女,W・アイリッシュ,犯人が被害者に似た派手な衣装と帽子を纏い、わざと目撃される。目撃者の記憶に「その特徴的な服」だけを強烈に焼き付けた後、衣装を破棄して存在を消し去る。実在しない「幻の女」という役割を自演した視覚的アリバイ工作。,1
A-48,ルパン対ホームズ,M・ルブラン,建築家、鑑定士、警部など、高度な専門知識を要する社会的役割を完璧な演技と変装で使い分ける。相手の専門性に付け入る演技により、自分の正体を完璧に隠匿し続けた、プロフェッショナルな変装による一人多役。,1
A-49,水晶の栓,M・ルブラン,表の顔は清廉な政治家、裏の顔は極悪非道な犯罪組織の首領。二つの対極にある社会的権威を、場所と連絡手段によって完全に制御。ルパンを公権力と裏社会の両面から追い詰めるための、完璧な組織的一人二役。,1
A-50,死の抱擁,S・S・ヴァン・ダイン,歩行困難な「重病の老人」という偽の姿を数ヶ月にわたり演じる。物理的に犯行が不可能であるという先入観を周囲の脳内に定着させ、完全な不在証明を確保。身体的制限を演技で捏造した、忍耐強いなりすまし。,1
A-51,ノーウッドの建築家,C・ドイル,自分の死を偽装し、屋敷の隠し部屋に隠遁。死者としての「不在」と、隠し部屋から出て証拠を捏造する「生存者」の二役。自分を殺害した犯人として無実の青年を陥れるための、屋敷という空間を利用した一人二役狂言。,1
A-52,空き家の冒険（蝋人形）,C・ドイル,窓際の蝋人形の影を定期的に動かし、そこにホームズが座っているという「生きた標的」を自演。自分は屋外で敵を待ち伏せ、囮としての自分と捕獲者としての自分の二つの存在を、物理的に分断した一人二役。,1
A-53,時計を持った男,C・ドイル,急電車の密室内で瞬時に変装を変え、目撃されるたびに異なる乗客（老人、若者、女等）として振る舞う。電車の移動という遮断された環境を使い、実際には存在しない複数の乗客が同乗していたかのように偽装した一人二役。,1
A-54,秘密 of the 庭,G・K・チェスタトン,捜査責任者の署長本人が犯人。殺害を実行する「犯人の顔」と、それを正義の名の下に捜査する「公権力の顔」を使い分け。捜査情報を内側から操作するために、同じ事件の対極にある二つの役回りを同時に遂行した。,1
A-55,火刑法廷（歴史）,J・D・カー,過去の毒殺犯の肖像画を再現した衣装とメイクを施し、夜間の窓越しに「魔女の亡霊」として出現。肖像画と同じ小道具を用いることで超常現象を確信させ、捜査官の論理的思考を麻痺させた、亡霊役と犯人役の心理的な二役。,1
A-56,奇岩城,M・ルブラン,高名な老教授や学生に化け、ルパンを捕まえるための「捜査協力者」として警察に深く食い込む。自分の正体を自分で追い詰めるふりをし、捜査を内側から制御する、メタ的な役割を伴うなりすまし。,1
A-57,ルパンの告白,M・ルブラン,「困り果てた被害者」や「たまたま居合わせた善意の目撃者」を自演。事件のシナリオを自分の望む方向へ誘導するために、警察に自ら通報し、無関係な第三者として事件に関与する一人二役の物語構成。,1
A-58,黒蜥蜴,江戸川乱歩,社交界の令嬢として完璧に溶け込む一方で、誘拐を指揮する冷酷な首領「黒蜥蜴」の役割を保持。カツラ、衣装、声色を使い分け、華やかな表の顔と、暗黒街の顔という対照的な二役を同一地域で成立させた成りすまし。,1
A-59,蜘蛛男,江戸川乱歩,老紳士、職人、被害者の友人などに次々と変装を変え、ターゲットの生活圏に常に「別人」として現れる。ターゲットに安心と恐怖を交互に与えるために、一人の人間が複数のエキストラを熱演し続けた、精神攻撃型の一人多役。,1
A-60,青列車の秘密,A・クリスティー,被害者のメイドに変装し、死体発見後も「奥様はまだお休みです」と虚偽の証言。被害者がまだ生存しているという時間を偽装し、その間に自分が疑われない安全な場所に移動するためのアリバイ工作。時間と身分の入れ替え。,1
A-61,愛国殺人,A・クリスティー,過去に死んだはずの男が、他人の名前を騙り社会的成功を収める。現在の「立派な紳士」としての地位を守るため、過去の自分を知る者を抹殺。過去の自分という別人との対決と隠蔽を目的とした一人二役。,1
A-62,白昼の悪魔,A・クリスティー,共犯夫婦が、一人が衆人環視でアリバイ工作をし、もう一人が変装して殺害。後にその役割を入れ替えることで、二人が同時に存在したかのような錯覚を生む、チームによる一人の役割の分散工作。,1
A-63,パドリントン発4時50分,A・クリスティー,医師という信頼ある身分を悪用。死体処理中に発見されそうになると、専門用語を使って「緊急の医療処置」であると堂々と偽装し、目撃者の疑念を瞬時に解いた。社会的地位を盾にした、犯人と医師の二役。,1
A-64,大いなるなりすまし,E・P・オッペンハイム,容姿の似た二人が入れ替わり、一方が他方を殺害。その人物の家族や友人を欺き、完全になり代わって生活。社会的身分、家庭内の役割、スパイとしての任務という全てのレイヤーを乗っ取った極限の成りすまし。,1
A-65,赤い館の秘密,A・A・ミルン,死んだはずの被害者が実は加害者で、死体は別人のもの。目撃者が「死者」と「犯人」の役割を物理的に逆転して認識するように仕向けた。現場の死体配置と、生存者の目撃タイミングを利用した構造的一人二役。,1
A-66,樽,F・W・クロフツ,複数の共犯者が同じ人物に変装し、異なる場所で目撃される。一人の人間が物理的に不可能な距離を移動したかのようにアリバイを捏造し、一人のアイデンティティを複数人で共同管理した、アリバイ特化の一人二役。,1
A-67,赤毛のレディ,M・ルブラン,美しい貴族の女性に変装して社交界に潜入。完璧なマナーと洗練された会話で全員を幻惑し、本物の令嬢だと確信させた。誰もいない隙に金庫を開けるという、社交家と盗賊の二役。外見の魅力を小道具とした成りすまし。,1
A-68,ギリシャ語通訳,C・ドイル,拉致被害者の顔にテープを貼り、別人に偽装。その状態で第三者に「通訳が必要な異国人」として接見させ、真の身分を隠蔽。被害者に別の役割を強制的に演じさせることで、事件を隠蔽した変則的一人二役。,1
A-69,放たれた猛犬（自演）,R・スタウト,「自分を殺そうとする刺客がうろついている」と警察に偽通報。自分が「次の犠牲者（ターゲット）」であるという偽の役割を熱演し、その騒動の中で本命を安全に仕留めた。被害者役と加害者役の自作自演。,1
A-70,カナリア殺人事件（録音）,S・S・ヴァン・ダイン,蓄音機で被害者の悲鳴や会話を再生。ドアの外の証人に「殺人は起きていない」と思わせ、機械に一人二役（被害者と犯人）の演技を代行させた。自分は別の場所で完璧なアリバイを確保した、音響装置による偽装。,1
A-71,九つの答（偽名）,J・D・カー,過去の重大事件の当事者であることを隠し、全く別の名前で新しい人生を構築。過去の「名前」を別人として切り離し、現在の善良な市民という役割を守るために邪魔者を消去。社会的な二つの顔の分断工作。,1
A-72,幻 of the 女（視覚）,W・アイリッシュ,非常に派手で目立つ衣装と帽子を纏い、わざと衆人の記憶に残るように歩く。記憶に「衣装」だけを焼き付けた後、衣装を破棄。後に普通の服で行動することで、存在しない架空の人物を作り上げた、衣装という小道具による二役。,1
A-73,化鳥,泉鏡花,人間が異形の怪物や鳥のふりをして出現。衣装や奇妙な動き、特殊な鳴き真似により、目撃者の精神状態を揺さぶり、それを超自然的な現象だと誤認させる。人外を演じるという、極めて感覚的な変装の一人二役。,1
A-74,地獄 of the 道化師,江戸川乱歩,無機質な道化師の仮面の下に、被害者の親愛なる人物への完璧な変装を隠す。仮面の非現実的な恐怖と、素顔（偽）の親近感という二つの対極にある心理的役割を使い分けた、多層構造の成りすまし。,1
A-75,盲目の理髪師,J・D・カー,船内の混乱中に他人の衣服と身分証を奪って成り代わる。追跡者としての顔を前面に出しながら、裏で別の犯罪を完遂。閉鎖空間における身分の流動性を利用し、複数の役割を同時並行でこなした一人二役。,1
A-76,ウィリアム・ウィルソン,E・A・ポー,容姿、名前、声が自己と同一の「分身」の出現。鏡像的な存在による人生の侵食。自分自身の良心や罪悪感の擬人化としての二役。一人の精神が二つの肉体的な具現化を持つかのような、幻想的な自己分裂構造。,1
A-77,虎の牙,M・ルブラン,実在の貴族ペレンナになり代わる。莫大な遺産の相続人として名乗りを上げ、自ら探偵として事件を解決しながら、自分の利権を確保する二役。公的身分の奪取と、解決者という役割の統合。,1
A-78,奇巌城（メタ）,M・ルブラン,警察の協力者として別名で接近。犯人である自分を捕まえるためのヒントを出しながら、捜査を自分の望む方向へとミスリードする自己完結的な二役。探偵と犯人の役割を同時にこなし、捜査をコントロールした。,1
A-79,肉親の絆,J・テイ,死んだはずの長男の帰還を装う青年。家族の記憶にある特徴を学習し、心理的な揺さぶりをかける。周囲が「本人の再来」と言わざるを得ない状況を作り出す、記憶のコピーと外見の模倣による高度な成りすまし。,1
A-80,判事の鏡,G・K・チェスタトン,鏡の角度を調整し、目撃者が廊下を見た際、鏡に映った自分を「角を曲がって逃げる別人」であると誤認させる。光学的トリックを使い、自分の姿を第三者のものとして投影した、視覚的・空間的な一人二役。,1
A-81,金縁の鼻眼鏡,C・ドイル,死んだと思わせ、実際には屋敷内の隠し書棚の裏に潜伏。物理的な「不在」を演出しつつ、屋敷内で生存し続ける。協力者による情報操作で存在を消した、屋敷の構造的死角を利用した一人二役。,1
A-82,マザリンの宝石,C・ドイル,バイオリン演奏のレコードを蓄音機で流し、別室に自分がいると思わせる。その隙に変装して部屋を抜け出し、敵の背後に回る。機械装置による替え玉を利用し、空間的な存在を二箇所に分裂させたアリバイ工作。,1
A-83,瀕死の探偵,C・ドイル,特殊メイク（顔色）と絶食により、致命的な病に冒された患者を完璧に演じる。親しいワトソンさえ欺く演技で犯人を現場に誘い出し、油断したところを現行犯で捕らえた、潜入と誘い出しを目的とした一人二役。,1
A-84,赤毛のレディ（身分）,M・ルブラン,高名な貴族の娘に変装し、社交界に現れる。洗練された立ち振る舞いで有力者たちを信用させ、誰もいない隙に金庫を開ける。華やかな社交家の顔と、冷静な盗賊の裏の顔を両立させた、衣装と演技による身分偽装。,1
A-85,ルパンの帰還,M・ルブラン,監獄に収監されているルパンが、自分と似た囚人と入れ替わる。自分が檻の中にいるという「公式記録」を維持しながら、実は外で犯行を行っていた。監獄の内外という、物理的に相容れない二つの場所での一人二役。,1
A-86,黄金仮面（大鳥）,江戸川乱歩,美術商「大鳥幾弥」に変装し社交界に潜入。明智小五郎と対峙しながら、歴史的な秘宝を狙う怪盗と、紳士的な専門家の二役を演じ分けた。国際的怪盗と国内の知識人という二つのアイデンティティの使い分け。,1
A-87,塔上の奇術師,江戸川乱歩,マジックの技術を使い、一瞬で舞台上の自分と観客席にいる協力者を入れ替える。目撃者に「彼はあそこにいたから犯行は不可能だ」と確信させる視覚的演出。自分の物理的な位置を錯覚させた一人二役。,1
A-88,怪人二十面相（信頼）,江戸川乱歩,小学校の校長に変装。全校生徒や教師の前で訓示を述べ、誰もが尊敬する役割を果たしながら、その直後に金庫から宝石を奪う。公的信頼と高い社会的地位を利用した、大胆極まりないなりすまし。,1
A-89,青銅の魔人,江戸川乱歩,巨大なロボットの内部に潜み、人間離れした動きをする「魔人」を演じる。中から出れば普通の人間として活動できるため、非現実的な怪物の犯罪と、日常的な人間の生活を物理的に分立させた二役工作。,1
A-90,宇宙怪人,江戸川乱歩,光る衣装と異言を使い「宇宙人」という架空のキャラクターを演じる。科学捜査を混乱させる非現実的な役割と、その陰で美術品を盗み出す冷酷な泥棒としての役割。未知への恐怖を利用した心理的変装。,1
A-91,灰色の巨人,江戸川乱歩,竹馬や着ぐるみを使い、身長3メートルを超える巨人を自演。人間には不可能な身体的特徴（足跡の幅、視点の高さ）を演出。現場に残る物理的証拠を捏造することで、捜査官を混乱させた異常な変装工作。,1
A-92,夜光人間,江戸川乱歩,蛍光塗料の衣装で、暗闇で発光する人間を演じる。目撃者の注意をその視覚効果に釘付けにし、その隙に光のない場所で物理的な移動や犯行を実行。光と影をコントロールした、視覚情報の使い分けによる二役。,1
A-93,魔法博士,江戸川乱歩,科学的に不可能な現象を実演する「魔法使い」を熱演。その正体は精巧な物理トリックと一人二役の入れ替わり。超常的な力を持つ者という虚構を演じきり、人々の理性的な判断を封殺したなりすまし。,1
A-94,サーカスの怪人,江戸川乱歩,空中ブランコ乗り等に成りすまし、見事な芸で注目を集める。興行の裏側で、サーカスの移動ルートを利用して各地の財宝を盗み出す、スターと泥棒の二役。注目をアリバイに変換した工作。,1
A-95,魔人男,江戸川乱歩,長年行方不明だった被害者の身内に成りすまし、屋敷に潜入。最も無防備な場所から相手を観察し、復讐を完遂する。情愛という心理的バリアを利用し、加害者が保護対象のふりをした一人二役。,1
A-96,怪奇四十面相,江戸川乱歩,短時間のうちに十数人の異なる変装を連続。一人で劇団を演じるような多役を行い、警察に「犯人グループは大勢いる」と物理的な数で誤認させた。人数の制限を演技で突破した、数的偽装の一人二役。,1
A-97,鉄人Q,江戸川乱歩,鉄製ロボット（無生物）に擬態して博物館に潜入。夜間に中から抜け出して人間として活動し、犯行後は再びロボット内に戻って置物になりすます。無生物と生物という、存在の次元を跨いだ物理的二役工作。,1
A-98,黄金の豹,江戸川乱歩,豹の毛皮を纏い、四足歩行の演技で獣人を自演。人間には不可能な跳躍や壁登りを演出し、その正体が単なる人間であることを隠匿。身体能力の限界を偽装するための、野獣の皮を被った一人二役。,1
A-99,仮面の恐怖王,江戸川乱歩,常に仮面を被り正体不明の「恐怖王」を演じる。その正体は物語内の意外な人物であり、仮面を脱いだ時の「無害な善良な市民」という役割を社会的に維持。正体不明の怪物と、隣人という二つの役割の分立。,1
A-100,第三者の冒険,N・ベントリー,偶然出会った他人の「代役」を一時的に引き受ける。別人として行動し、他人の人生を演じることから、自分とは無関係なはずの巨大な陰謀に巻き込まれる。成り行きで他者のアイデンティティを背負った一人二役。,1
B-01,斑の紐,C・ドイル,隣室との壁に設置された「通気口」とベッドに繋がる「呼び鈴の紐」を物理的経路として利用。訓練された毒蛇を紐に沿って移動させる遠隔殺害。建物の構造的隙間と動物の習性を利用した機械的連動トリック。,0
B-02,ポプラ荘の怪事件,G・ルルー,ドアの閂（かんぬき）を、外部から「糸」と「針」を用いて操作。扉を閉めた後、隙間から糸を引くことで閂を定位置に落とし、物理的な密室を構築した。糸の張力と摩擦を利用した機械的ギミック。,0
B-03,黄色い部屋の謎（密室部）,G・ルルー,ドアの鍵を内側からかけた後、特殊な「細いレバー」または「バネ仕掛け」を隙間から差し込み、内部のボルトをスライドさせる。建物の建具の遊び（隙間）を物理的接点とした機械的操作。,0
B-04,十三の独房,J・フットレル,通気口、排水管、電線などの「既存の物理インフラ」を通信手段や脱出経路として再定義。監獄の構造的欠陥を突いた物理的脱出工作。物質の硬度差や摩擦を計算した脱獄ギミック。,0
B-05,ユダの窓（機械）,J・D・カー,ドアの「ピボット（支点）構造」を悪用。蝶番ではなく、重い木製ドアの回転軸を利用し、内側から施錠された状態を維持したまま扉全体を物理的に移動させる。建築工学的な盲点を突いた密室工作。,0
B-06,大きな弓の謎（物理）,I・ザングウィル,ドアの上部にある「扇窓（欄間）」の隙間から、細いワイヤーと針を使い、内側のボルトを操作。重力の作用を利用してボルトを落とし、外部からの物理的接触のみで内側からの施錠を完了させた機械的連動。,0
B-07,赤髪連盟（トンネル）,C・ドイル,質屋の地下から銀行の金庫室へ向けて、物理的に「水平・垂直方向の掘削」を実行。土壌の硬度と作業音の遮蔽を計算した空間的浸食。建物の配置関係を座標として捉えた物理的侵入工作。,0
B-08,そして誰もいなくなった（機械）,A・クリスティー,重力と弾性を利用した自動銃器。ドアの開閉と連動した「引き金の牽引装置」や、弾丸発射後に反動で凶器が隠れる仕掛け。人間が不在の状態で作動する、物理的な遅延実行ギミック。,0
B-09,青い十字架,G・K・チェスタトン,物体（飴の箱など）を別の物体と物理的に入れ替え、ラベルを貼り替えることで「内容物の認識」を操作。物体の質量や外見の同一性を利用した、物理的なカモフラージュと運搬工作。,0
B-10,魔術師（機械部）,江戸川乱歩,床板の一部が油圧またはバネによって上下する「昇降装置」を屋敷内に構築。重力に従わない物体の移動を演出することで、目撃者に超常的な消失と思わせる、舞台装置的な機械的ギミック。,0
B-11,蜘蛛男（建築）,江戸川乱歩,屋敷の壁面に隠された「旋回扉」や、二重構造の壁。特定の支点を押すことで物理的な回転運動が生じ、一瞬で通路が閉鎖される。建築物の幾何学的・機械的な可動部を利用した消失工作。,0
B-12,吸血鬼（隠し扉）,江戸川乱歩,鏡を角度45度で配置し、光の反射（屈折）を利用して通路を壁に見せかける。実際には開いている空間を閉鎖されていると誤認させる、光学的な物理トリック。鏡の反射率と照明角度の計算。,0
